id,country,recency,frequency,monetary,r,f,m,rfm_score,fm,segment
3396150,VN,351,1,4506.24,1,1,3,113,2,lost
3396174,ID,267,2,3622.26,1,2,3,123,2,lost
3396240,IQ,85,1,374.16,3,1,1,311,1,about to sleep
3396258,IN,323,2,5629.68,1,2,4,124,3,at risk
3396288,IN,1,7,26705.52,5,4,5,545,4,loyal customers
3396408,TR,246,3,3075.66,1,3,3,133,3,at risk
3396648,TH,351,1,985.32,1,1,2,112,1,lost
3396708,ID,8,11,26885.52,5,5,5,555,5,champions
3396732,ID,239,2,4646.28,2,2,3,223,2,hibernating
3396786,PH,71,5,7873.80,3,4,4,344,4,loyal customers
3396894,VN,358,1,3614.88,1,1,3,113,2,lost
3397512,IN,127,2,2484.42,2,2,3,223,2,hibernating
3397746,ID,8,1,1706.64,5,1,2,512,1,new customers
3397788,ID,64,15,226580.88,3,5,5,355,5,loyal customers
3397800,VN,239,1,617.46,2,1,1,211,1,lost
3398010,TR,288,1,4228.68,1,1,3,113,2,lost
3398130,IN,22,3,5285.16,4,3,4,434,3,potential loyalists
3398166,ID,281,1,73.26,1,1,1,111,1,lost
3398172,IR,253,1,17638.08,1,1,5,115,3,at risk
3398256,ID,8,19,44280.06,5,5,5,555,5,champions
3398772,BD,57,4,12549.90,3,3,4,334,3,need attention
3398880,ID,36,15,94519.80,4,5,5,455,5,loyal customers
3399660,TR,43,3,6838.98,4,3,4,434,3,potential loyalists
3399768,ID,8,2,4829.04,5,2,3,523,2,potential loyalists
3400008,ID,15,4,1552.62,5,3,2,532,2,potential loyalists
3400176,ID,8,37,205857.48,5,5,5,555,5,champions
3400308,KR,1,84,266922.60,5,5,5,555,5,champions
3400440,TR,29,3,9067.02,4,3,4,434,3,potential loyalists
3400542,ID,183,4,7886.88,2,3,4,234,3,at risk
3400662,PK,8,3,4536.00,5,3,3,533,3,potential loyalists
3401028,CN,120,1,6172.80,3,1,4,314,2,about to sleep
3401430,PK,36,4,5885.16,4,3,4,434,3,potential loyalists
3401652,PK,15,8,18342.60,5,4,5,545,4,loyal customers
3401760,JP,85,3,8435.22,3,3,4,334,3,need attention
3401772,JP,225,1,622.80,2,1,1,211,1,lost
3401784,ID,15,34,38602.38,5,5,5,555,5,champions
3401802,ID,197,3,3030.06,2,3,3,233,3,at risk
3402762,TH,8,21,39743.04,5,5,5,555,5,champions
3402972,TH,15,9,4140.36,5,4,3,543,3,potential loyalists
3403098,TH,1,12,8785.38,5,5,4,554,4,loyal customers
3403392,TH,22,11,15666.24,4,5,5,455,5,loyal customers
3403590,TH,78,3,4995.96,3,3,4,334,3,need attention
3403626,TH,15,3,6219.78,5,3,4,534,3,potential loyalists
3403650,TH,8,17,22970.04,5,5,5,555,5,champions
3403662,TH,309,1,136.26,1,1,1,111,1,lost
3403788,TH,15,6,10634.22,5,4,4,544,4,loyal customers
3403836,TH,1,8,6887.04,5,4,4,544,4,loyal customers
3403974,TH,190,2,2608.44,2,2,3,223,2,hibernating
3404184,TH,8,10,24345.60,5,5,5,555,5,champions
3404316,TH,8,3,2275.02,5,3,3,533,3,potential loyalists
3404406,TH,71,4,5006.16,3,3,4,334,3,need attention
3404538,TH,274,1,1069.32,1,1,2,112,1,lost
3404592,TH,43,2,2484.60,4,2,3,423,2,potential loyalists
3404904,AF,204,2,1276.56,2,2,2,222,2,hibernating
3405300,TH,183,1,1069.02,2,1,2,212,1,lost
3405360,TH,85,2,1657.44,3,2,2,322,2,about to sleep
3405396,TH,1,4,10240.44,5,3,4,534,3,potential loyalists
3405498,AF,365,1,368.94,1,1,1,111,1,lost
3405684,TH,211,1,1069.32,2,1,2,212,1,lost
3406092,TH,253,3,3487.08,1,3,3,133,3,at risk
3406290,TH,29,1,1955.88,4,1,2,412,1,promising
3406524,TH,43,8,8862.18,4,4,4,444,4,loyal customers
3406956,TH,15,2,0.00,5,2,1,521,1,new customers
3407352,TH,309,1,3196.14,1,1,3,113,2,lost
3407490,TH,71,8,20472.30,3,4,5,345,4,loyal customers
3407712,TH,64,2,928.14,3,2,1,321,1,about to sleep
3408762,TH,274,1,1265.52,1,1,2,112,1,lost
3408984,TH,1,8,5357.04,5,4,4,544,4,loyal customers
3409326,TH,43,19,5966.28,4,5,4,454,4,loyal customers
3409386,TH,85,1,1238.76,3,1,2,312,1,about to sleep
3409512,TH,8,2,2560.08,5,2,3,523,2,potential loyalists
3409548,TH,225,1,1261.98,2,1,2,212,1,lost
3409638,AF,155,1,643.38,2,1,1,211,1,lost
3409788,TH,162,5,4196.88,2,4,3,243,3,at risk
3409902,TH,197,1,1069.32,2,1,2,212,1,lost
3410424,AF,302,1,618.54,1,1,1,111,1,lost
3410604,TH,78,10,17448.42,3,5,5,355,5,loyal customers
3410736,AF,78,9,13904.94,3,4,4,344,4,loyal customers
3410982,TH,85,3,2288.40,3,3,3,333,3,need attention
3411270,TH,15,16,7339.56,5,5,4,554,4,loyal customers
3411396,AF,71,4,5371.26,3,3,4,334,3,need attention
3411438,TH,344,1,1152.24,1,1,2,112,1,lost
3411738,TH,309,1,804.12,1,1,1,111,1,lost
3411852,TH,253,1,1265.52,1,1,2,112,1,lost
3412008,TH,85,2,1231.32,3,2,2,322,2,about to sleep
3412206,TH,29,10,18047.82,4,5,5,455,5,loyal customers
3412356,TH,57,6,6758.16,3,4,4,344,4,loyal customers
3412392,TH,15,5,30453.30,5,4,5,545,4,loyal customers
3412740,AF,302,1,1209.48,1,1,2,112,1,lost
3412866,AF,43,1,1059.60,4,1,2,412,1,promising
3413208,TH,239,2,1716.06,2,2,2,222,2,hibernating
3413280,TH,71,5,4753.68,3,4,3,343,3,need attention
3414210,TH,1,14,299513.88,5,5,5,555,5,champions
3414258,TH,43,3,1238.40,4,3,2,432,2,potential loyalists
3414264,TH,36,1,1238.40,4,1,2,412,1,promising
3414522,TH,50,6,9162.00,4,4,4,444,4,loyal customers
3414702,TH,78,2,1966.68,3,2,2,322,2,about to sleep
3414756,TH,71,3,5037.60,3,3,4,334,3,need attention
3414882,TH,218,3,2982.78,2,3,3,233,3,at risk
3418356,MY,43,1,3375.78,4,1,3,413,2,potential loyalists
3423594,JP,302,1,1148.94,1,1,2,112,1,lost
3423960,IN,36,5,16635.06,4,4,5,445,4,loyal customers
3424134,IR,36,21,8363.88,4,5,4,454,4,loyal customers
3424428,VN,43,1,1133.70,4,1,2,412,1,promising
3424980,KR,22,1,10230.18,4,1,4,414,2,potential loyalists
3425220,VN,183,1,1026.00,2,1,2,212,1,lost
3425442,IR,204,2,2637.36,2,2,3,223,2,hibernating
3425550,IR,43,1,2244.90,4,1,3,413,2,potential loyalists
3425574,IR,85,3,1541.82,3,3,2,332,2,about to sleep
3425658,IR,302,1,2244.90,1,1,3,113,2,lost
3426492,TH,169,6,22565.46,2,4,5,245,4,at risk
3426750,ID,253,1,1208.28,1,1,2,112,1,lost
3426810,PK,1,29,110077.86,5,5,5,555,5,champions
3427176,IQ,211,1,1020.42,2,1,2,212,1,lost
3427242,ID,15,2,7464.84,5,2,4,524,3,potential loyalists
3427662,PK,162,3,1658.34,2,3,2,232,2,hibernating
3427728,PK,344,1,2297.82,1,1,3,113,2,lost
3427890,IN,1,2,865.92,5,2,1,521,1,new customers
3428046,ID,141,5,1943.58,2,4,2,242,3,at risk
3428052,VN,99,2,3310.26,3,2,3,323,2,about to sleep
3428364,BD,1,42,47631.06,5,5,5,555,5,champions
3429036,PK,239,1,634.92,2,1,1,211,1,lost
3429240,ID,22,10,11568.90,4,5,4,454,4,loyal customers
3429582,ID,176,2,3584.34,2,2,3,223,2,hibernating
3429660,ID,22,20,46468.74,4,5,5,455,5,loyal customers
3429774,PH,190,2,754.68,2,2,1,221,1,lost
3429822,PK,36,1,1134.00,4,1,2,412,1,promising
3430134,TH,22,5,7361.04,4,4,4,444,4,loyal customers
3430218,KR,64,8,43923.42,3,4,5,345,4,loyal customers
3430494,VN,22,32,78103.92,4,5,5,455,5,loyal customers
3430644,ID,1,42,22730.58,5,5,5,555,5,champions
3430722,BD,57,6,1124.58,3,4,2,342,3,need attention
3430902,IN,99,1,4845.54,3,1,3,313,2,about to sleep
3431118,PK,309,1,279.36,1,1,1,111,1,lost
3431184,ID,141,1,2412.60,2,1,3,213,2,hibernating
3431352,ID,15,21,52478.40,5,5,5,555,5,champions
3431484,PH,1,9,2286.36,5,4,3,543,3,potential loyalists
3431508,PH,64,1,6072.96,3,1,4,314,2,about to sleep
3431586,ID,148,2,1258.98,2,2,2,222,2,hibernating
3431910,KR,29,7,61507.08,4,4,5,445,4,loyal customers
3432024,VN,50,15,5545.44,4,5,4,454,4,loyal customers
3432360,BD,85,1,285.00,3,1,1,311,1,about to sleep
3432486,VN,43,2,2904.54,4,2,3,423,2,potential loyalists
3432498,VN,8,24,37856.40,5,5,5,555,5,champions
3432534,VN,8,43,14127.06,5,5,5,555,5,champions
3432552,VN,134,10,14011.68,2,5,5,255,5,at risk
3432696,VN,267,2,6734.82,1,2,4,124,3,at risk
3432708,VN,92,4,28758.60,3,3,5,335,4,loyal customers
3432798,VN,176,1,1857.12,2,1,2,212,1,lost
3432804,VN,29,14,5422.50,4,5,4,454,4,loyal customers
3432852,VN,134,1,1133.34,2,1,2,212,1,lost
3432876,VN,43,1,6507.12,4,1,4,414,2,potential loyalists
3432888,VN,239,2,2965.86,2,2,3,223,2,hibernating
3432900,VN,43,8,10540.62,4,4,4,444,4,loyal customers
3432906,VN,43,5,11334.84,4,4,4,444,4,loyal customers
3433344,ID,1,50,216379.74,5,5,5,555,5,champions
3434184,IQ,197,1,1017.54,2,1,2,212,1,lost
3434394,BD,113,2,879.00,3,2,1,321,1,about to sleep
3434460,BD,22,1,266.52,4,1,1,411,1,promising
3434598,BD,36,18,24705.84,4,5,5,455,5,loyal customers
3434676,IQ,323,1,1246.56,1,1,2,112,1,lost
3434784,ID,1,45,76984.02,5,5,5,555,5,champions
3434898,BD,8,33,158941.20,5,5,5,555,5,champions
3435678,ID,1,52,175882.44,5,5,5,555,5,champions
3437094,ID,22,3,706.32,4,3,1,431,2,potential loyalists
3437268,BD,15,5,2694.90,5,4,3,543,3,potential loyalists
3437286,BD,1,2,5606.70,5,2,4,524,3,potential loyalists
3437400,TH,43,11,7623.96,4,5,4,454,4,loyal customers
3437490,ID,57,2,4996.32,3,2,4,324,3,need attention
3437514,PK,57,2,898.32,3,2,1,321,1,about to sleep
3437736,TH,113,3,4529.28,3,3,3,333,3,need attention
3437850,JP,330,1,2112.36,1,1,2,112,1,lost
3438048,BD,71,3,2051.82,3,3,2,332,2,about to sleep
3438060,CN,148,1,470.76,2,1,1,211,1,lost
3438354,CN,99,4,7291.44,3,3,4,334,3,need attention
3438570,CN,50,8,5487.72,4,4,4,444,4,loyal customers
3438816,CN,29,7,10029.42,4,4,4,444,4,loyal customers
3439038,CN,22,20,2380.26,4,5,3,453,4,loyal customers
3439482,CN,323,1,154.20,1,1,1,111,1,lost
3439626,CN,239,3,9758.04,2,3,4,234,3,at risk
3440004,CN,120,3,4537.44,3,3,3,333,3,need attention
3440142,CN,316,1,2536.98,1,1,3,113,2,lost
3440232,CN,211,1,763.26,2,1,1,211,1,lost
3440424,CN,15,1,418.02,5,1,1,511,1,new customers
3440442,CN,43,7,9167.22,4,4,4,444,4,loyal customers
3440574,CN,78,2,9379.62,3,2,4,324,3,need attention
3440592,CN,8,37,33215.76,5,5,5,555,5,champions
3440790,CN,288,1,189.72,1,1,1,111,1,lost
3440856,CN,260,1,352.44,1,1,1,111,1,lost
3440988,CN,8,1,1201.14,5,1,2,512,1,new customers
3442614,CN,232,1,184.08,2,1,1,211,1,lost
3443664,CN,92,1,16374.42,3,1,5,315,3,need attention
3444444,ID,22,21,61198.80,4,5,5,455,5,loyal customers
3444840,CN,99,2,3316.86,3,2,3,323,2,about to sleep
3445164,CN,50,2,4200.78,4,2,3,423,2,potential loyalists
3445818,CN,183,1,3689.88,2,1,3,213,2,hibernating
3445980,CN,148,6,3470.64,2,4,3,243,3,at risk
3446136,CN,50,3,3638.10,4,3,3,433,3,potential loyalists
3446514,CN,295,2,551.16,1,2,1,121,1,lost
3446694,CN,169,1,704.40,2,1,1,211,1,lost
3446718,CN,29,1,386.52,4,1,1,411,1,promising
3447240,CN,169,1,392.88,2,1,1,211,1,lost
3447432,CN,120,2,-193.98,3,2,1,321,1,about to sleep
3447660,CN,225,1,155.64,2,1,1,211,1,lost
3448212,CN,134,4,5004.78,2,3,4,234,3,at risk
3448350,CN,225,1,199.50,2,1,1,211,1,lost
3448530,CN,57,4,1062.60,3,3,2,332,2,about to sleep
3448650,CN,232,1,303.54,2,1,1,211,1,lost
3448860,CN,29,1,777.00,4,1,1,411,1,promising
3448998,CN,8,6,6058.08,5,4,4,544,4,loyal customers
3449016,CN,71,2,1848.00,3,2,2,322,2,about to sleep
3449592,CN,106,1,1220.70,3,1,2,312,1,about to sleep
3450198,ID,85,12,39644.28,3,5,5,355,5,loyal customers
3450276,JP,92,1,578.10,3,1,1,311,1,about to sleep
3450354,MM,169,1,114.84,2,1,1,211,1,lost
3450372,MM,8,2,10878.24,5,2,4,524,3,potential loyalists
3450390,MM,8,17,34496.22,5,5,5,555,5,champions
3450414,MM,43,1,1212.00,4,1,2,412,1,promising
3450474,MM,8,10,4145.70,5,5,3,553,4,loyal customers
3450570,MM,190,5,14525.40,2,4,5,245,4,at risk
3451314,MM,1,7,19292.04,5,4,5,545,4,loyal customers
3451608,MM,8,9,16503.00,5,4,5,545,4,loyal customers
3451626,MM,99,1,1212.00,3,1,2,312,1,about to sleep
3451680,MM,351,1,271.02,1,1,1,111,1,lost
3451842,MM,64,2,778.56,3,2,1,321,1,about to sleep
3452454,MM,344,2,3614.34,1,2,3,123,2,lost
3452676,MM,155,3,9673.68,2,3,4,234,3,at risk
3452700,MM,169,1,389.28,2,1,1,211,1,lost
3452934,MM,22,5,5870.04,4,4,4,444,4,loyal customers
3453078,MM,267,1,271.86,1,1,1,111,1,lost
3453108,MM,71,1,389.28,3,1,1,311,1,about to sleep
3453948,PH,267,1,3735.12,1,1,3,113,2,lost
3454464,JP,225,1,1215.78,2,1,2,212,1,lost
3454494,ID,29,6,4300.80,4,4,3,443,3,potential loyalists
3454830,ID,92,1,221.94,3,1,1,311,1,about to sleep
3454842,ID,29,2,6035.82,4,2,4,424,3,potential loyalists
3454992,BD,36,6,7099.32,4,4,4,444,4,loyal customers
3455052,CN,127,6,35521.74,2,4,5,245,4,at risk
3455076,PK,351,1,400.02,1,1,1,111,1,lost
3455160,IN,43,1,584.82,4,1,1,411,1,promising
3455196,ID,92,3,2438.34,3,3,3,333,3,need attention
3455208,ID,1,28,23337.72,5,5,5,555,5,champions
3455724,IN,120,4,24209.94,3,3,5,335,4,loyal customers
3455796,BD,183,1,1774.56,2,1,2,212,1,lost
3455922,IN,281,1,584.28,1,1,1,111,1,lost
3456018,ID,169,1,1207.26,2,1,2,212,1,lost
3456504,PK,120,1,11340.00,3,1,4,314,2,about to sleep
3456744,IQ,148,4,2127.54,2,3,2,232,2,hibernating
3457050,BD,57,2,3604.50,3,2,3,323,2,about to sleep
3457350,IN,64,1,283.92,3,1,1,311,1,about to sleep
3457416,ID,15,18,24650.46,5,5,5,555,5,champions
3457422,ID,316,1,1200.00,1,1,2,112,1,lost
3457524,BD,260,1,3050.46,1,1,3,113,2,lost
3457608,PK,22,6,1485.48,4,4,2,442,3,potential loyalists
3457800,BD,127,5,2839.02,2,4,3,243,3,at risk
3457806,JP,71,1,1363.50,3,1,2,312,1,about to sleep
3457830,JP,232,1,1025.64,2,1,2,212,1,lost
3457962,BD,190,1,2967.30,2,1,3,213,2,hibernating
3459012,BD,169,1,1213.26,2,1,2,212,1,lost
3459144,IN,1,20,39826.50,5,5,5,555,5,champions
3460086,PK,43,3,17437.56,4,3,5,435,4,loyal customers
3460092,ID,309,3,3036.66,1,3,3,133,3,at risk
3460140,PH,71,2,5695.20,3,2,4,324,3,need attention
3460284,BD,253,2,875.52,1,2,1,121,1,lost
3460644,ID,8,21,28110.36,5,5,5,555,5,champions
3460710,ID,288,1,711.36,1,1,1,111,1,lost
3460848,IR,15,7,7692.90,5,4,4,544,4,loyal customers
3460968,BD,71,4,2208.42,3,3,2,332,2,about to sleep
3461094,PK,288,1,2297.82,1,1,3,113,2,lost
3461442,JP,22,4,11113.56,4,3,4,434,3,potential loyalists
3461466,IN,316,1,1144.68,1,1,2,112,1,lost
3461610,IN,43,13,19438.38,4,5,5,455,5,loyal customers
3461634,KR,162,1,388.26,2,1,1,211,1,lost
3461742,BD,64,1,1010.64,3,1,2,312,1,about to sleep
3461820,PK,43,4,2650.74,4,3,3,433,3,potential loyalists
3461994,VN,309,1,3253.56,1,1,3,113,2,lost
3462000,VN,78,5,11333.04,3,4,4,344,4,loyal customers
3462054,VN,1,10,2595.48,5,5,3,553,4,loyal customers
3462066,VN,169,1,10884.24,2,1,4,214,2,hibernating
3462090,VN,64,3,956.40,3,3,1,331,2,about to sleep
3462108,VN,43,5,6324.78,4,4,4,444,4,loyal customers
3462204,VN,15,1,2212.20,5,1,2,512,1,new customers
3462210,VN,162,1,3383.10,2,1,3,213,2,hibernating
3462222,VN,309,1,1126.50,1,1,2,112,1,lost
3462276,VN,22,2,900.24,4,2,1,421,1,promising
3462336,VN,1,12,16101.84,5,5,5,555,5,champions
3462450,VN,330,1,1186.50,1,1,2,112,1,lost
3462522,VN,50,11,22456.86,4,5,5,455,5,loyal customers
3462540,VN,99,3,2204.52,3,3,2,332,2,about to sleep
3462642,VN,113,4,18073.20,3,3,5,335,4,loyal customers
3462690,VN,8,24,12979.02,5,5,4,554,4,loyal customers
3462708,VN,267,2,1185.48,1,2,2,122,2,lost
3462732,VN,8,11,11843.64,5,5,4,554,4,loyal customers
3462738,VN,211,2,855.06,2,2,1,221,1,lost
3462744,VN,281,1,592.74,1,1,1,111,1,lost
3462762,VN,8,18,7907.16,5,5,4,554,4,loyal customers
3462774,VN,1,2,5620.14,5,2,4,524,3,potential loyalists
3462798,VN,141,3,2830.20,2,3,3,233,3,at risk
3462822,VN,8,3,1140.60,5,3,2,532,2,potential loyalists
3462990,VN,365,1,2498.94,1,1,3,113,2,lost
3463032,VN,253,2,1794.66,1,2,2,122,2,lost
3463050,VN,15,2,3156.00,5,2,3,523,2,potential loyalists
3463728,BD,64,2,2131.80,3,2,2,322,2,about to sleep
3463902,ID,29,1,1207.26,4,1,2,412,1,promising
3463992,ID,1,4,8437.62,5,3,4,534,3,potential loyalists
3464070,BD,22,3,2190.60,4,3,2,432,2,potential loyalists
3464298,BD,92,2,11274.18,3,2,4,324,3,need attention
3464484,TH,29,12,12995.58,4,5,4,454,4,loyal customers
3464736,ID,15,5,5468.16,5,4,4,544,4,loyal customers
3464748,IN,64,8,7357.92,3,4,4,344,4,loyal customers
3464946,IN,29,22,49115.52,4,5,5,455,5,loyal customers
3465060,AF,134,2,2119.20,2,2,2,222,2,hibernating
3465354,PH,64,4,15155.94,3,3,5,335,4,loyal customers
3465492,PH,8,30,59541.24,5,5,5,555,5,champions
3465732,PK,8,3,10060.74,5,3,4,534,3,potential loyalists
3465774,IN,1,33,104183.76,5,5,5,555,5,champions
3466446,ID,1,13,12084.12,5,5,4,554,4,loyal customers
3466482,ID,22,1,591.36,4,1,1,411,1,promising
3466614,ID,22,11,11720.70,4,5,4,454,4,loyal customers
3466698,PH,92,3,3312.12,3,3,3,333,3,need attention
3466992,ID,211,2,1393.14,2,2,2,222,2,hibernating
3467100,PH,29,28,70121.70,4,5,5,455,5,loyal customers
3467136,ID,29,8,4936.20,4,4,4,444,4,loyal customers
3467406,BD,57,4,5695.62,3,3,4,334,3,need attention
3467436,PK,274,1,2297.82,1,1,3,113,2,lost
3467628,BD,50,6,4093.92,4,4,3,443,3,potential loyalists
3467712,ID,358,1,3671.40,1,1,3,113,2,lost
3467940,BD,183,3,9731.46,2,3,4,234,3,at risk
3467976,TH,365,1,1036.32,1,1,2,112,1,lost
3468090,ID,288,2,1977.54,1,2,2,122,2,lost
3468330,BD,225,1,285.00,2,1,1,211,1,lost
3468354,IN,8,10,5994.72,5,5,4,554,4,loyal customers
3468372,IN,351,1,616.98,1,1,1,111,1,lost
3468456,IN,169,2,1676.40,2,2,2,222,2,hibernating
3468480,TH,43,6,10775.04,4,4,4,444,4,loyal customers
3468942,BD,232,1,122.64,2,1,1,211,1,lost
3469122,ID,1,1,1249.32,5,1,2,512,1,new customers
3469164,ID,148,1,1018.38,2,1,2,212,1,lost
3469218,PK,22,1,1053.96,4,1,2,412,1,promising
3470292,BD,120,8,16446.72,3,4,5,345,4,loyal customers
3470448,PH,8,8,10733.64,5,4,4,544,4,loyal customers
3470544,ID,15,14,1634.34,5,5,2,552,3,potential loyalists
3470724,PH,1,26,26301.12,5,5,5,555,5,champions
3472098,KR,323,1,156.66,1,1,1,111,1,lost
3472248,KR,22,1,81.66,4,1,1,411,1,promising
3472584,ID,309,1,390.60,1,1,1,111,1,lost
3472674,TR,134,1,109.74,2,1,1,211,1,lost
3472710,ID,8,10,23459.22,5,5,5,555,5,champions
3473046,PK,162,1,609.54,2,1,1,211,1,lost
3473076,ID,64,2,12072.60,3,2,4,324,3,need attention
3473274,IN,22,27,104539.44,4,5,5,455,5,loyal customers
3473412,BD,71,7,4512.00,3,4,3,343,3,need attention
3473568,BD,127,1,2216.88,2,1,3,213,2,hibernating
3473742,BD,50,2,245.28,4,2,1,421,1,promising
3473838,PH,260,1,1165.20,1,1,2,112,1,lost
3473868,PH,8,21,28016.10,5,5,5,555,5,champions
3474378,TR,36,14,46488.18,4,5,5,455,5,loyal customers
3474426,PH,57,1,223.92,3,1,1,311,1,about to sleep
3474576,BD,358,2,811.56,1,2,1,121,1,lost
3474858,IN,295,6,18892.02,1,4,5,145,4,at risk
3474918,TH,1,11,27264.48,5,5,5,555,5,champions
3475254,ID,64,9,10360.20,3,4,4,344,4,loyal customers
3475482,PK,183,2,1280.04,2,2,2,222,2,hibernating
3475644,JP,323,2,6.60,1,2,1,121,1,lost
3475776,ID,1,25,348693.90,5,5,5,555,5,champions
3476124,IN,267,2,3666.78,1,2,3,123,2,lost
3476310,PK,71,2,2911.08,3,2,3,323,2,about to sleep
3476400,ID,22,36,86505.12,4,5,5,455,5,loyal customers
3476448,IN,155,1,425.04,2,1,1,211,1,lost
3476532,IR,211,2,784.68,2,2,1,221,1,lost
3476784,PH,92,10,1188.18,3,5,2,352,3,need attention
3476856,PH,218,2,6366.30,2,2,4,224,3,at risk
3477156,JP,197,2,346.26,2,2,1,221,1,lost
3477204,TH,197,1,380.16,2,1,1,211,1,lost
3477294,ID,8,3,3625.14,5,3,3,533,3,potential loyalists
3477300,ID,246,1,1021.74,1,1,2,112,1,lost
3477720,BD,71,7,9571.08,3,4,4,344,4,loyal customers
3477834,IN,127,2,1012.86,2,2,2,222,2,hibernating
3478146,TR,8,3,28214.82,5,3,5,535,4,loyal customers
3478350,BD,15,17,31000.38,5,5,5,555,5,champions
3478458,JP,190,1,621.90,2,1,1,211,1,lost
3478980,TR,274,2,2222.64,1,2,3,123,2,lost
3479184,ID,302,3,4247.28,1,3,3,133,3,at risk
3479682,BD,162,1,1318.38,2,1,2,212,1,lost
3479952,ID,8,33,45763.74,5,5,5,555,5,champions
3480276,BD,1,4,8096.94,5,3,4,534,3,potential loyalists
3480390,BD,8,2,10911.90,5,2,4,524,3,potential loyalists
3480588,KR,36,1,1208.76,4,1,2,412,1,promising
3480936,BD,176,1,122.64,2,1,1,211,1,lost
3481248,PK,22,2,2379.36,4,2,3,423,2,potential loyalists
3481776,IN,92,10,37299.84,3,5,5,355,5,loyal customers
3481932,BD,155,1,283.26,2,1,1,211,1,lost
3482376,BD,71,2,3984.78,3,2,3,323,2,about to sleep
3482490,AF,344,1,1023.66,1,1,2,112,1,lost
3482550,BD,1,28,11200.98,5,5,4,554,4,loyal customers
3482562,BD,8,5,32736.60,5,4,5,545,4,loyal customers
3482568,IN,316,2,1860.00,1,2,2,122,2,lost
3482718,BD,127,1,1010.64,2,1,2,212,1,lost
3482760,ID,309,1,1207.02,1,1,2,112,1,lost
3482856,IN,15,59,66143.76,5,5,5,555,5,champions
3483264,ID,162,1,1207.26,2,1,2,212,1,lost
3483552,TH,15,3,2944.98,5,3,3,533,3,potential loyalists
3483642,JP,71,4,120250.32,3,3,5,335,4,loyal customers
3483738,BD,22,2,1402.74,4,2,2,422,2,potential loyalists
3483816,IR,43,6,42176.70,4,4,5,445,4,loyal customers
3483870,ID,190,2,4271.10,2,2,3,223,2,hibernating
3484200,BD,183,3,3473.04,2,3,3,233,3,at risk
3484560,IN,22,2,2983.74,4,2,3,423,2,potential loyalists
3484902,ID,1,2,2414.52,5,2,3,523,2,potential loyalists
3485070,ID,8,2,2580.84,5,2,3,523,2,potential loyalists
3485394,PK,260,4,4434.30,1,3,3,133,3,at risk
3485544,PH,36,13,15102.00,4,5,5,455,5,loyal customers
3485574,ID,50,7,17403.66,4,4,5,445,4,loyal customers
3485880,JP,218,1,239.22,2,1,1,211,1,lost
3486264,TH,295,1,2490.96,1,1,3,113,2,lost
3486270,TH,57,3,1963.32,3,3,2,332,2,about to sleep
3486780,ID,1,2,3621.78,5,2,3,523,2,potential loyalists
3486792,BD,134,4,942.78,2,3,1,231,2,hibernating
3486864,PK,8,3,7020.00,5,3,4,534,3,potential loyalists
3487032,IN,155,1,578.22,2,1,1,211,1,lost
3487524,IN,1,1,1556.34,5,1,2,512,1,new customers
3487692,BD,351,1,1010.64,1,1,2,112,1,lost
3488112,PH,232,1,1019.76,2,1,2,212,1,lost
3488136,TH,211,1,405.84,2,1,1,211,1,lost
3488172,BD,57,1,3849.66,3,1,3,313,2,about to sleep
3488250,ID,36,4,1787.88,4,3,2,432,2,potential loyalists
3488622,IN,8,13,24989.64,5,5,5,555,5,champions
3488796,JP,239,1,2243.28,2,1,3,213,2,hibernating
3488886,TH,267,3,3663.60,1,3,3,133,3,at risk
3489522,PH,92,21,22306.20,3,5,5,355,5,loyal customers
3489528,PH,225,1,387.60,2,1,1,211,1,lost
3489654,PH,1,4,5201.88,5,3,4,534,3,potential loyalists
3489696,PH,8,21,41295.42,5,5,5,555,5,champions
3489708,PH,330,1,212.16,1,1,1,111,1,lost
3489762,PH,15,9,7155.60,5,4,4,544,4,loyal customers
3490008,IN,176,2,8417.88,2,2,4,224,3,at risk
3490200,ID,190,1,73.26,2,1,1,211,1,lost
3490362,PK,323,2,5690.82,1,2,4,124,3,at risk
3490512,ID,43,2,2414.76,4,2,3,423,2,potential loyalists
3490566,IN,29,11,10306.56,4,5,4,454,4,loyal customers
3490884,ID,36,1,767.88,4,1,1,411,1,promising
3490980,TH,15,8,14017.26,5,4,5,545,4,loyal customers
3491058,PK,323,1,634.92,1,1,1,111,1,lost
3491244,ID,176,2,549.66,2,2,1,221,1,lost
3491352,ID,176,3,761.16,2,3,1,231,2,hibernating
3491676,PK,260,1,634.92,1,1,1,111,1,lost
3491706,PK,176,2,9191.28,2,2,4,224,3,at risk
3491718,PK,106,2,3892.44,3,2,3,323,2,about to sleep
3491928,ID,8,4,4916.94,5,3,4,534,3,potential loyalists
3492012,ID,92,2,3621.78,3,2,3,323,2,about to sleep
3492162,KR,316,1,390.48,1,1,1,111,1,lost
3492174,ID,8,4,3520.56,5,3,3,533,3,potential loyalists
3492348,BD,337,1,1201.50,1,1,2,112,1,lost
3492720,VN,71,8,4053.36,3,4,3,343,3,need attention
3492792,VN,50,6,6365.70,4,4,4,444,4,loyal customers
3492804,VN,29,7,5419.68,4,4,4,444,4,loyal customers
3492834,VN,295,1,6149.52,1,1,4,114,2,lost
3492882,VN,120,14,22444.74,3,5,5,355,5,loyal customers
